,company name,affiliation,former ID,industry type,city,state,address / directions,Phone #,Full Reporting Number,Reporting Mark,Reporting Number,locomotive serial number,locomotive model,Manufactured Date(MM/YY),Acquisition Date,HP,Cross Match
2495,WestRock,,(formerly  Rock-Tenn Co.),(paperboard)   ,Lynchburg,,"1801 Concord Rd., 24504      ",[(804) 847-5521],,,,29019.0,GE 45ton,Nov-48,1982.0,,Not Matched
2496,Vulcan Materials -  Manassas Quarry,,,,Manassas,,,,,,,13170.0,NW2,May-48,,1000.0,Not Matched
2497,Vulcan Materials -  Manassas Quarry,,,,Manassas,,,,,,,13250.0,NW2,Jun-48,1990.0,1000.0,Not Matched
2498,Vulcan Materials -  Manassas Quarry,,,,Manassas,,,,GMTX 96,GMTX,96,35891.0,SW1000,,2017.0,1000.0,Not Matched
2499,"Consol Energy, Inc.  -  Buchanan #1 Mine      ",,(formerly Consolidation Coal Co.),,Mavisdale,,"  Rt. 632, 24627    (P.O. Box 230, 24627)  ",  [(540) 498-4564],,,,,Plymouth 15ton DMS-24,Sep-85,,,Not Matched
2500,"Consol Energy, Inc.  -  Buchanan #1 Mine      ",,(formerly Consolidation Coal Co.),,Mavisdale,,"  Rt. 632, 24627    (P.O. Box 230, 24627)  ",  [(540) 498-4564],,,,,Plymouth 15ton DMS-24,Oct-85,,,Not Matched
2501,"Consol Energy, Inc.  -  Buchanan #1 Mine      ",,(formerly Consolidation Coal Co.),,Mavisdale,,"  Rt. 632, 24627    (P.O. Box 230, 24627)  ",  [(540) 498-4564],,,,,Plymouth 15ton DMS-24,Apr-86,,,Not Matched
2502,"Consol Energy, Inc.  -  Buchanan #1 Mine      ",,(formerly Consolidation Coal Co.),,Mavisdale,,"  Rt. 632, 24627    (P.O. Box 230, 24627)  ",  [(540) 498-4564],,,,,Plymouth 15ton DMS-24,Apr-86,,,Not Matched
2503,"Consol Energy, Inc.  -  Buchanan #1 Mine      ",,(formerly Consolidation Coal Co.),,Mavisdale,,"  Rt. 632, 24627    (P.O. Box 230, 24627)  ",  [(540) 498-4564],,,,,Plymouth 15ton DMS-24,Aug-88,,,Not Matched
2504,"Consol Energy, Inc.  -  Buchanan #1 Mine      ",,(formerly Consolidation Coal Co.),,Mavisdale,,"  Rt. 632, 24627    (P.O. Box 230, 24627)  ",  [(540) 498-4564],,,,,Plymouth 15ton DMS-24,Aug-88,,,Not Matched
2505,"Consol Energy, Inc.  -  Buchanan #1 Mine      ",,(formerly Consolidation Coal Co.),,Mavisdale,,"  Rt. 632, 24627    (P.O. Box 230, 24627)  ",  [(540) 498-4564],,,,,Plymouth 15ton DMS-24,Aug-88,,,Not Matched
2506,Clinchfield Coal Co.  -   McClure River #1 Mine,,,,McClure,,,,,,,89865.0,S2,Mar-79,,,Not Matched
2507,Pittston Co.  -   McClure River #1 Mine,,(formerly Clinchfield Coal),,,,HC 773,,,,,89865.0,S2,Mar-79,,,Not Matched
2508,Pittston Co.  -   McClure River #1 Mine,,(formerly Clinchfield Coal),,,,HC 773,,LTEX 1208,LTEX,1208,10411.0,SW7m,Mar-50,2017.0,,Not Matched
2509,Celanese AG  -  Celco Plant         ,,(formerly Hoechst-Celanese),,Narrows,,"    (E. of..., on N. side of New River, off US 460)   (P.O. Box 1000, 24124)    ",[(703) 921-1111],,,,18960.0,SW9,Nov-53,1987.0,1200.0,Not Matched
2510,"Dominion Terminal Associates, LLP",,,,Newport News,,600 Harbor Access Road       , [(804)244-2275],,,,72649.0,SW1500,May-73,,1500.0,Not Matched
2511,"Dominion Terminal Associates, LLP",,,,Newport News,,600 Harbor Access Road       , [(804)244-2275],,,,72649.0,SW1500,May-73,,1500.0,Not Matched
2512,Kinder Morgan  â€“  Pier IX Terminal  ,,(formerly Pier IX Terminal Co.), (bulk loading)     ,,,1900 Harbor Access Road     , [(804) 44-8800],,,,30892.0,GE 50ton,,1997.0,,Not Matched
2513,Kinder Morgan  â€“  Pier IX Terminal  ,,(formerly Pier IX Terminal Co.), (bulk loading)     ,,,1900 Harbor Access Road     , [(804) 44-8800],,,,41257.0,GE 110ton,Oct-82,,,Not Matched
2514,Kinder Morgan  â€“  Pier IX Terminal  ,,(formerly Pier IX Terminal Co.), (bulk loading)     ,,,1900 Harbor Access Road     , [(804) 44-8800],,,,41258.0,GE 110ton,Oct-82,,,Not Matched
2515,Kinder Morgan  â€“  Pier IX Terminal  ,,(formerly Pier IX Terminal Co.), (bulk loading)     ,,,1900 Harbor Access Road     , [(804) 44-8800],,,,41259.0,GE 110ton,Nov-82,,,Not Matched
2516,Newport News Shipbuilding Corp.,,,,,,"4101 Washington Ave., 23607    ",  [(804) 380-2000],,,,41809.0,GE 45ton,Sep-62,,,Not Matched
2517,Newport News Shipbuilding Corp.,,,,,,"4101 Washington Ave., 23607    ",  [(804) 380-2000],,,,34444.0,GE 45ton,Sep-62,,,Not Matched
2518,Newport News Shipbuilding Corp.,,,,,,"4101 Washington Ave., 23607    ",  [(804) 380-2000],,,,41810.0,GE 45ton,Aug-63,,,Not Matched
2519,Newport News Shipbuilding Corp.,,,,,,"4101 Washington Ave., 23607    ",  [(804) 380-2000],,,,31116.0,NRE 1GS7B,,2010.0,,Not Matched
2520,Katoen Natie,,,,Norfolk,,"2424 Springfield Ave., 23523",  (757) 543-9211,GMTX 199,GMTX,199,35852.0,SW1500,-71,2023.0,1500.0,Not Matched
2521,"Purdue Farms, Inc.  â€“  North Elevator            ",,(formerly Cargill),,,,"8801 Hampton Boulevard Norfolk, VA 23514",,,,,15520.0,SW9,Nov-51,,1200.0,Not Matched
2522,Gerdau Petersburg,,(foermly TXI Chapparal Steel),(structural steel mill),,,"25801 Hofheimer Way, 23803  (off 672, ~3 mi S/W of...)",(804) 520-0286,,,,18841.0,SW9m,Oct-53,1999.0,,Not Matched
2523,Gerdau Petersburg,,(foermly TXI Chapparal Steel),(structural steel mill),,,"25801 Hofheimer Way, 23803  (off 672, ~3 mi S/W of...)",(804) 520-0286,,,,27881.0,SW1200,-63,1999.0,1200.0,Not Matched
2524,Motivation Coal Co.           (subs. Pyxis Resource / Pittston Coal Group),,,,Pittco    (Vicey),,"               (4 mi. E. of Haysi)             (P.O. Box 7, (Dante), 24225)",,,,,89665.0,S2,Jan-79,,,Not Matched
2525,SimsMetal America,,"Peck Recycling Co., Inc.",,Portsmouth,,,,,,,13186.0,GE 50ton,Aug-41,1961.0,,Not Matched
2526,SimsMetal America,,"Peck Recycling Co., Inc.",,Portsmouth,,,,,,,61296.0,Whitcomb 50ton,Jun-54,,,Not Matched
2527,Virginia Electric Power Co. / Dominion Resources  â€“  Possum Point Station,,,,Possum Point / Dumfries,,"19000 Possum Point Rd. (SR 633), Dumfries, 22026  (on Potomac river, across Quantico River from Quantico)",,,,,77473.0,RS1,Mar-50,,,Not Matched
2528,Appalachian Tank Car,,"(formerly BRS / Buncher Rail Car Service Co., Inc.)",railcar repair,Reusens    (Lynchburg),,"3915 Hydro Street, Lynchburg, 24503      (up S. bank of James River from Lynchburg)",   [(804) 384-6200]  ,,,,30105.0,GE 50ton,Apr-48,,,Not Matched
2529,Appalachian Tank Car,,"(formerly BRS / Buncher Rail Car Service Co., Inc.)",railcar repair,Reusens    (Lynchburg),,"3915 Hydro Street, Lynchburg, 24503      (up S. bank of James River from Lynchburg)",   [(804) 384-6200]  ,,,,32703.0,GE 45ton,Oct-56,,,Not Matched
2530,Appalachian Tank Car,,"(formerly BRS / Buncher Rail Car Service Co., Inc.)",railcar repair,Reusens    (Lynchburg),,"3915 Hydro Street, Lynchburg, 24503      (up S. bank of James River from Lynchburg)",   [(804) 384-6200]  ,,,,40748.0,Whitcomb 20ton 25DM42a,-52,,,Not Matched
2531,SimsMetal America,,"(formerly Peck Recycling Co., Inc.)",,,,"3220 Deepwater Terminal Rd., 23234      [(804) 291-3200]",,,,,,Davenport 50ton,Feb-40,,,Not Matched
2532,SimsMetal America,,"(formerly Peck Recycling Co., Inc.)",,,,"3220 Deepwater Terminal Rd., 23234      [(804) 291-3200]",,,,,61296.0,Whitcomb 50ton,Jun-54,,,Not Matched
2533,SimsMetal America,,"(formerly Peck Recycling Co., Inc.)",,,,"3220 Deepwater Terminal Rd., 23234      [(804) 291-3200]",,,,,31807.0,GE 65ton EC,Dec-52,,,Not Matched
2534,SimsMetal America,,"(formerly Peck Recycling Co., Inc.)",,,,"3220 Deepwater Terminal Rd., 23234      [(804) 291-3200]",,,,,31807.0,GE 80ton,Dec-52,1984.0,,Not Matched
2535,Mennel Milling Co.,,,,,,"5185 Benois Rd.,(Cave Spring) 24018    ",(540) 776-6201,,,,11227.0,SW1,Jan-50,,600.0,Not Matched
2536,"Consol Energy, Inc.  â€“  VP-8 Mine  â€“  Garden Portal     ",(subs. Island Creek Coal)    ,(formerly Virginia Pocahontas #6 Mine),,Rowe,,"     SR 624,  24646       ",[(540) 498-7765],,,,,Brookville 8ton BCL-8,Jun-80,,,Not Matched
2537,"Consol Energy, Inc.  â€“  VP-8 Mine  â€“  Garden Portal     ",(subs. Island Creek Coal)    ,(formerly Virginia Pocahontas #6 Mine),,Rowe,,"     SR 624,  24646       ",[(540) 498-7765],,,,,S2,,,,Not Matched
2538,"Consol Energy, Inc.  â€“  VP-8 Mine  â€“  Garden Portal     ",(subs. Island Creek Coal)    ,(formerly Virginia Pocahontas #6 Mine),,Rowe,,"     SR 624,  24646       ",[(540) 498-7765],,,,,S2,Feb-77,,,Not Matched
2539,"Koppers Industries, Inc.  â€“  Roanoke Valley Plant",,,,Salem,,"4020 Koppers Road, 24153   ", [(703) 380-2061],,,,32375.0,GE 25ton,Jul-55,,,Not Matched
2540,"Koppers Industries, Inc.  â€“  Roanoke Valley Plant",,,,Salem,,"4020 Koppers Road, 24153   ", [(703) 380-2061],,,,33107.0,GE 35ton,Jun-58,,,Not Matched
2541,Vulcan Materials  â€“  Skippers Quarry     ,,(formerly Trego Stone Co.),,Skippers,,1459 Quarry Rd.                      ,  [(804) 634-4158],,,,18509.0,SW1500,-68,2006.0,1500.0,Not Matched
2542,Stonega Mining & Processing Co.  â€“  Wentz Mine           ,,(formerly Westmoreland Coal),,Stonega ,,      (~ 4 mi. N. of Appalachia),,,,,,S2,,,,Not Matched
2543,"Rapoca Energy Co.  â€“  Wellmore Mine, Plant #7      ",,(formerly United Coal Co.),,Stric  (Big Rock),,"    (P.O. Box 901, Grundy, Va., 24614)",,,,,89466.0,S2,,,,Not Matched
2544,Dominion Energy  â€“  Chesterfield Plant,,(formerly Virginia Electric Power Co.),,Wheelwright / Dutch Gap    (Chester)   ,,500 Coxendale Rd.,,,,,44328.0,GE 110ton,Dec-82,,,Not Matched
2545,Miller Milling Co.,,,,Winchester,,"302 Park Center Dr., 22603      ",[(540) 678-0197],,,,,NW2,Oct-49,2006.0,1000.0,Not Matched
2546,Virginia Pocahontas  (div. Island Creek Coal Co.)  â€“  VP-8 Mine  â€“  Deskins Portal             ,,(formerly #5 Mine),,Koenig  (Deskins),Va. ,"       (on Big Prater Creek, 5 miles S. of Vansant)  (on Ky. 620, just S. of rt 80)",,,,,,Brookville 8ton BCL-TC,Apr-78,,,Not Matched
2547,Virginia Pocahontas  (div. Island Creek Coal Co.)  â€“  VP-8 Mine  â€“  Deskins Portal             ,,(formerly #5 Mine),,Koenig  (Deskins),Va. ,"       (on Big Prater Creek, 5 miles S. of Vansant)  (on Ky. 620, just S. of rt 80)",,,,,,S2,,,,Not Matched
2548,Virginia Pocahontas  (div. Island Creek Coal Co.)  â€“  VP-8 Mine  â€“  Deskins Portal             ,,(formerly #5 Mine),,Koenig  (Deskins),Va. ,"       (on Big Prater Creek, 5 miles S. of Vansant)  (on Ky. 620, just S. of rt 80)",,,,,,S1,Mar-80,,,Not Matched
2549,West Virginia Alloys,,(formerly Elkem Metals Co.),,Alloy,W. V.,"US 60     (P. O. Box 613, 25002)    ",  [(304) 779-3200],,,,,Plymouth 25ton JMD,Mar-80,,,Not Matched
2550,West Virginia Alloys,,(formerly Elkem Metals Co.),,Alloy,W. V.,"US 60     (P. O. Box 613, 25002)    ",  [(304) 779-3200],,,,30388.0,GE 70ton,Apr-50,,,Not Matched
2551,West Virginia Alloys,,(formerly Elkem Metals Co.),,Alloy,W. V.,"US 60     (P. O. Box 613, 25002)    ",  [(304) 779-3200],,,,31515.0,GE 95ton,May-52,,,Not Matched
2552,West Virginia Alloys,,(formerly Elkem Metals Co.),,Alloy,W. V.,"US 60     (P. O. Box 613, 25002)    ",  [(304) 779-3200],,,,30832.0,GE 95ton,Mar-51,,,Not Matched
2553,Graftech Advance Graphite Materials,,(formerly Ucar Carbon Co.),,Anmoore  (Clarksburg),,"2698 Philippi Pike, 26323",(304) 624-1200,,,,31835.0,GE 80ton,Apr-53,,,Not Matched
2554,DuPont   ,,, (industrial chemicals),Belle,,"901 W. Dupont Ave., 25015     ",   [(304) 357-1000],RS 451,RS,451,12458.0,SW9,Mar-51,,1200.0,Not Matched
2555,DuPont   ,,, (industrial chemicals),Belle,,"901 W. Dupont Ave., 25015     ",   [(304) 357-1000],RS 903,RS,903,20413.0,SW1200,May-55,2000.0,1200.0,Not Matched
2556,Kanawha River Terminal  â€“  Ceredo Docks,,(formerly Oglebay Norton Co.),,Ceredo,,"Main & River Sts., 25507      ", [(304) 453-1337],,,,69919.0,S2,Sep-42,,,Not Matched
2557,Kanawha River Terminal  â€“  Ceredo Docks,,(formerly Oglebay Norton Co.),,Ceredo,,"Main & River Sts., 25507      ", [(304) 453-1337],,,,,S2,,,,Not Matched
2558,Kanawha River Terminal  â€“  Ceredo Docks,,(formerly Oglebay Norton Co.),,Ceredo,,"Main & River Sts., 25507      ", [(304) 453-1337],,,,25453.0,GP18,-60,,1800.0,Not Matched
2559,Kanawha River Terminal  â€“  Ceredo Docks,,(formerly Oglebay Norton Co.),,Ceredo,,"Main & River Sts., 25507      ", [(304) 453-1337],,,,22061.0,GP9,Nov-56,1986.0,1750.0,Not Matched
2560,Kanawha River Terminal  â€“  Ceredo Docks,,(formerly Oglebay Norton Co.),,Ceredo,,"Main & River Sts., 25507      ", [(304) 453-1337],,,,20295.0,GP9,Apr-55,,1750.0,Not Matched
2561,Kanawha River Terminal  â€“  Ceredo Docks,,(formerly Oglebay Norton Co.),,Ceredo,,"Main & River Sts., 25507      ", [(304) 453-1337],,,,20799.0,GP9,Nov-71,,1750.0,Not Matched
2562,Kanawha River Terminal  â€“  Ceredo Docks,,(formerly Oglebay Norton Co.),,Ceredo,,"Main & River Sts., 25507      ", [(304) 453-1337],,,,26023.0,GP18,Jun-60,,1800.0,Not Matched
2563,Kanawha River Terminal  â€“  Ceredo Docks,,(formerly Oglebay Norton Co.),,Ceredo,,"Main & River Sts., 25507      ", [(304) 453-1337],,,,72656.0,GP38-2,Mar-74,2001.0,2000.0,Not Matched
2564,Kanawha River Terminal  â€“  Ceredo Docks,,(formerly Oglebay Norton Co.),,Ceredo,,"Main & River Sts., 25507      ", [(304) 453-1337],,,,32076.0,GP40-2W,Sep-74,2000.0,,Not Matched
2565,Kanawha River Terminal  â€“  Ceredo Docks,,(formerly Oglebay Norton Co.),,Ceredo,,"Main & River Sts., 25507      ", [(304) 453-1337],,,,32149.0,GP40-2W,Apr-75,2000.0,,Not Matched
2566,"Highlander Alloys, Inc.     ",,"(formerly American Alloys, Inc.)",,Graham Station  (New Haven),,"                            (P.O. Box 218, 25265)           ",    [(304) 882-2853],,,,13198.0,GE 65ton,Nov-41,2002.0,,Not Matched
2567,"Highlander Alloys, Inc.     ",,"(formerly American Alloys, Inc.)",,Graham Station  (New Haven),,"                            (P.O. Box 218, 25265)           ",    [(304) 882-2853],,,,31542.0,GE 80ton,Apr-52,,,Not Matched
2568,Monongahela Power Co. / Allegheny Power Systems  â€“  Harrison Station,,,electric generating,Haywood     (Clarksburg),,"                               (P.O. Box 600, 26336)         ", [(304) 584-2200],,,,83415.0,RS11,Apr-59,1974.0,,Not Matched
2569,Huntington Coal Transportation Corp.     ,,(formerly Arch Minerals),,Huntington,,"1st St. & Ohio River, 25702            [(304) 523-3238]",,,,,15065.0,GE 45ton,Nov-41,,,Not Matched
2570,Inco Alloys International   ,,(formerly International Nickel),,,,"3200 Riverside Dr., 25705        ", [(304) 526-5100],,,,,Plymouth 15ton DDS,May-76,,,Not Matched
2571,Inco Alloys International   ,,(formerly International Nickel),,,,"3200 Riverside Dr., 25705        ", [(304) 526-5100],,,,,Plymouth DDS,Jan-95,,,Not Matched
2572,Inco Alloys International   ,,(formerly International Nickel),,,,"3200 Riverside Dr., 25705        ", [(304) 526-5100],,,,,Plymouth 15ton DMS,-98,,,Not Matched
2573,"Steel of West Virginia, Inc.  ",(subs. Steel Dynamics)     ,(formerly Conner Steel),,,,"17th St. & 2nd Ave.,          (PO Box 2547, 257026)      ",  [(304) 696-8200],,,,38904.0,GE 110ton,Jan-73,,,Not Matched
2574,"Transfer Terminal / Coal Terminals, Inc.",,,,Kenova,,"21st Street & Beech             (P. O. Box 66, 25530)                 ", [(304) 453-3271],,,,11716.0,SW9,Apr-52,,1200.0,Not Matched
2575,Argos Cement,,(formerly Essroc),,Martinsburg,,"S. Queen St. Ext.         (P.O. Box 885, 25401)       ", (304) 260-1800,GLLX 14135,GLLX,14135,14135.0,,,,,Not Matched
2576,Carter-Roag Coal Co.  â€“  Star Bright Plant,,,,Mill Creek / (between Helvetia and Adolph),,"Helvetia-Adolph Rd (SR 46)       (near road, where 46 crosses Left Fork Buckhannon Creek)",  [(304) 636-8320],,,,78420.0,S4,Nov-50,,,Not Matched
2577,Ohio Power / American Electric Power  â€“  Mitchell Plant,,,,Moundsville,,"      (south of..., on WV 2)",,,,,39060.0,GE 144ton,Dec-75,,,Not Matched
2578,Ohio Power / American Electric Power  â€“  Mitchell Plant,,,,Moundsville,,"      (south of..., on WV 2)",,,,,39061.0,GE 144ton,Feb-76,,,Not Matched
2579,Appalachian Power / American Electric Power  â€“  Mountaineer Plant,,,,New Haven,,,,,,,33488.0,GE 80ton,Aug-58,,,Not Matched
2580,Appalachian Power / American Electric Power  â€“  Mountaineer Plant,,,,New Haven,,,,,,,37612.0,GE 100ton,Mar-71,,,Not Matched
2581,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,29752.0,GE 8ton,-49,,,Not Matched
2582,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Goodman 20ton,-78,,,Not Matched
2583,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Goodman 20ton,-78,,,Not Matched
2584,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Goodman 20ton,-78,,,Not Matched
2585,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Goodman 20ton,-78,,,Not Matched
2586,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Goodman 15ton,-79,,,Not Matched
2587,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Goodman 15ton,-79,,,Not Matched
2588,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Goodman 15ton,-79,,,Not Matched
2589,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Goodman 15ton,-79,,,Not Matched
2590,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Goodman 15ton,,,,Not Matched
2591,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,30067.0,GE 15ton,-49,1963.0,,Not Matched
2592,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Plymouth 15ton JMD-24,Sep-80,,,Not Matched
2593,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Jeffrey 25ton,-51,,,Not Matched
2594,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Jeffrey 25ton,-52,,,Not Matched
2595,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,39193.0,GE 37ton,-77,,,Not Matched
2596,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,39189.0,GE 37ton,-77,,,Not Matched
2597,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,34015.0,GE 50ton,Jan-61,,,Not Matched
2598,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,30628.0,GE 50ton,,,,Not Matched
2599,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,37160.0,GE 50ton,Jul-70,,,Not Matched
2600,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,37161.0,GE 50ton,-70,,,Not Matched
2601,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,37162.0,GE 50ton,-70,,,Not Matched
2602,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,37163.0,GE 50ton,Aug-70,,,Not Matched
2603,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,36299.0,GE 50ton,Apr-67,,,Not Matched
2604,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,41159.0,GE 50ton,Dec-80,,,Not Matched
2605,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,41158.0,GE 50ton,-80,,,Not Matched
2606,"PinnOak Resources, LLC. â€“ Pinnacle Prep. Plant",,"(formerly United States Steel Mining Co., LLC )",,,,"                 (P.O. BOX 338, 24874)",,,,,26028.0,GP18,Jun-60,1985.0,1800.0,Not Matched
2607,Goodyear,,,,[Point Pleasant ?],,   (near...),,,,,18093.0,SW9,May-53,,1200.0,Not Matched
2608,"Amherst Ind., Inc.",,,,Port Amherst,,"2 Port Amherst Dr., 25306       ", [(304) 926-1100],,,,27604.0,GE 45ton DC,Jun-44,,,Not Matched
2609,First Energy - Pleasants Power Station,,(formerly Monongahela Power Co. / Allegheny Power Systems  â€“  Willow Island Power Station),,Willow Island   (Belmont),,"2 Power Station Blvd., 26134          [(304) 665-3100]",,,,,39165.0,GE 144ton,Feb-78,,,Not Matched
2610,Appalachian Power / American Electric Power  â€“  John Amos Plant,,,,Winfield,,Winfield Rd.,,,,,44357.0,GE 144ton,Dec-89,,,Not Matched
2611,Appalachian Power / American Electric Power  â€“  John Amos Plant,,,,Winfield,,Winfield Rd.,,2nd,,,44358.0,GE 144ton,Dec-89,,,Not Matched
2612,Kepler Processing Co.  ,(operated as Contura),(formerly div. Consolidation Coal Co.),,Wyoming / Pineville,,    (between Wyoming and Pineville - across Guyandotte River from SR 97)    ,   (423) 573-0300],,,,,S2,,,,Not Matched
2613,Dominion Resources - Mount Storm Station,,(formerly West Virginia Energy),electric generating,Bismark  (Stony River Station),,WV 93,,,,,39121.0,GE 110ton,Dec-76,1986.0,,Not Matched
