company name,affiliation,former ID,industry type,city,state,address / directions,Phone #,Full Reporting Number,Reporting Mark,Reporting Number,locomotive serial number,locomotive model,Manufactured Date(MM/YY),Acquisition Date,HP
Motivation Coal Co.           (subs. Pyxis Resource / Pittston Coal Group),,,,Pittco    (Vicey),,"               (4 mi. E. of Haysi)             (P.O. Box 7, (Dante), 24225)",,,,,89665,S2,Jan-79,,
SimsMetal America,,"Peck Recycling Co., Inc.",,Portsmouth,,,,,,,13186,GE 50ton,Aug-41,1961,
SimsMetal America,,"Peck Recycling Co., Inc.",,Portsmouth,,,,,,,61296,Whitcomb 50ton,Jun-54,,
Virginia Electric Power Co. / Dominion Resources  â€“  Possum Point Station,,,,Possum Point / Dumfries,,"19000 Possum Point Rd. (SR 633), Dumfries, 22026  (on Potomac river, across Quantico River from Quantico)",,,,,77473,RS1,Mar-50,,
Appalachian Tank Car,,"(formerly BRS / Buncher Rail Car Service Co., Inc.)",railcar repair,Reusens    (Lynchburg),,"3915 Hydro Street, Lynchburg, 24503      (up S. bank of James River from Lynchburg)",   [(804) 384-6200]  ,,,,30105,GE 50ton,Apr-48,,
Appalachian Tank Car,,"(formerly BRS / Buncher Rail Car Service Co., Inc.)",railcar repair,Reusens    (Lynchburg),,"3915 Hydro Street, Lynchburg, 24503      (up S. bank of James River from Lynchburg)",   [(804) 384-6200]  ,,,,32703,GE 45ton,Oct-56,,
Appalachian Tank Car,,"(formerly BRS / Buncher Rail Car Service Co., Inc.)",railcar repair,Reusens    (Lynchburg),,"3915 Hydro Street, Lynchburg, 24503      (up S. bank of James River from Lynchburg)",   [(804) 384-6200]  ,,,,40748,Whitcomb 20ton 25DM42a,-52,,
SimsMetal America,,"(formerly Peck Recycling Co., Inc.)",,,,"3220 Deepwater Terminal Rd., 23234      [(804) 291-3200]",,,,,,Davenport 50ton,Feb-40,,
SimsMetal America,,"(formerly Peck Recycling Co., Inc.)",,,,"3220 Deepwater Terminal Rd., 23234      [(804) 291-3200]",,,,,61296,Whitcomb 50ton,Jun-54,,
SimsMetal America,,"(formerly Peck Recycling Co., Inc.)",,,,"3220 Deepwater Terminal Rd., 23234      [(804) 291-3200]",,,,,31807,GE 65ton EC,Dec-52,,
SimsMetal America,,"(formerly Peck Recycling Co., Inc.)",,,,"3220 Deepwater Terminal Rd., 23234      [(804) 291-3200]",,,,,31807,GE 80ton,Dec-52,1984,
Mennel Milling Co.,,,,,,"5185 Benois Rd.,(Cave Spring) 24018    ",(540) 776-6201,,,,11227,SW1,Jan-50,,600
"Consol Energy, Inc.  â€“  VP-8 Mine  â€“  Garden Portal     ",(subs. Island Creek Coal)    ,(formerly Virginia Pocahontas #6 Mine),,Rowe,,"     SR 624,  24646       ",[(540) 498-7765],,,,,Brookville 8ton BCL-8,Jun-80,,
"Consol Energy, Inc.  â€“  VP-8 Mine  â€“  Garden Portal     ",(subs. Island Creek Coal)    ,(formerly Virginia Pocahontas #6 Mine),,Rowe,,"     SR 624,  24646       ",[(540) 498-7765],,,,,S2,,,
"Consol Energy, Inc.  â€“  VP-8 Mine  â€“  Garden Portal     ",(subs. Island Creek Coal)    ,(formerly Virginia Pocahontas #6 Mine),,Rowe,,"     SR 624,  24646       ",[(540) 498-7765],,,,,S2,Feb-77,,
"Koppers Industries, Inc.  â€“  Roanoke Valley Plant",,,,Salem,,"4020 Koppers Road, 24153   ", [(703) 380-2061],,,,32375,GE 25ton,Jul-55,,
"Koppers Industries, Inc.  â€“  Roanoke Valley Plant",,,,Salem,,"4020 Koppers Road, 24153   ", [(703) 380-2061],,,,33107,GE 35ton,Jun-58,,
Vulcan Materials  â€“  Skippers Quarry     ,,(formerly Trego Stone Co.),,Skippers,,1459 Quarry Rd.                      ,  [(804) 634-4158],,,,18509,SW1500,-68,2006,1500
Stonega Mining & Processing Co.  â€“  Wentz Mine           ,,(formerly Westmoreland Coal),,Stonega ,,      (~ 4 mi. N. of Appalachia),,,,,,S2,,,
"Rapoca Energy Co.  â€“  Wellmore Mine, Plant #7      ",,(formerly United Coal Co.),,Stric  (Big Rock),,"    (P.O. Box 901, Grundy, Va., 24614)",,,,,89466,S2,,,
Dominion Energy  â€“  Chesterfield Plant,,(formerly Virginia Electric Power Co.),,Wheelwright / Dutch Gap    (Chester)   ,,500 Coxendale Rd.,,,,,44328,GE 110ton,Dec-82,,
Miller Milling Co.,,,,Winchester,,"302 Park Center Dr., 22603      ",[(540) 678-0197],,,,,NW2,Oct-49,2006,1000
Virginia Pocahontas  (div. Island Creek Coal Co.)  â€“  VP-8 Mine  â€“  Deskins Portal             ,,(formerly #5 Mine),,Koenig  (Deskins),Va. ,"       (on Big Prater Creek, 5 miles S. of Vansant)  (on Ky. 620, just S. of rt 80)",,,,,,Brookville 8ton BCL-TC,Apr-78,,
Virginia Pocahontas  (div. Island Creek Coal Co.)  â€“  VP-8 Mine  â€“  Deskins Portal             ,,(formerly #5 Mine),,Koenig  (Deskins),Va. ,"       (on Big Prater Creek, 5 miles S. of Vansant)  (on Ky. 620, just S. of rt 80)",,,,,,S2,,,
Virginia Pocahontas  (div. Island Creek Coal Co.)  â€“  VP-8 Mine  â€“  Deskins Portal             ,,(formerly #5 Mine),,Koenig  (Deskins),Va. ,"       (on Big Prater Creek, 5 miles S. of Vansant)  (on Ky. 620, just S. of rt 80)",,,,,,S1,Mar-80,,
West Virginia Alloys,,(formerly Elkem Metals Co.),,Alloy,W. V.,"US 60     (P. O. Box 613, 25002)    ",  [(304) 779-3200],,,,,Plymouth 25ton JMD,Mar-80,,
West Virginia Alloys,,(formerly Elkem Metals Co.),,Alloy,W. V.,"US 60     (P. O. Box 613, 25002)    ",  [(304) 779-3200],,,,30388,GE 70ton,Apr-50,,
West Virginia Alloys,,(formerly Elkem Metals Co.),,Alloy,W. V.,"US 60     (P. O. Box 613, 25002)    ",  [(304) 779-3200],,,,31515,GE 95ton,May-52,,
West Virginia Alloys,,(formerly Elkem Metals Co.),,Alloy,W. V.,"US 60     (P. O. Box 613, 25002)    ",  [(304) 779-3200],,,,30832,GE 95ton,Mar-51,,
Graftech Advance Graphite Materials,,(formerly Ucar Carbon Co.),,Anmoore  (Clarksburg),,"2698 Philippi Pike, 26323",(304) 624-1200,,,,31835,GE 80ton,Apr-53,,
DuPont   ,,, (industrial chemicals),Belle,,"901 W. Dupont Ave., 25015     ",   [(304) 357-1000],RS 451,RS,451,12458,SW9,Mar-51,,1200
DuPont   ,,, (industrial chemicals),Belle,,"901 W. Dupont Ave., 25015     ",   [(304) 357-1000],RS 903,RS,903,20413,SW1200,May-55,2000,1200
Kanawha River Terminal  â€“  Ceredo Docks,,(formerly Oglebay Norton Co.),,Ceredo,,"Main & River Sts., 25507      ", [(304) 453-1337],,,,69919,S2,Sep-42,,
Kanawha River Terminal  â€“  Ceredo Docks,,(formerly Oglebay Norton Co.),,Ceredo,,"Main & River Sts., 25507      ", [(304) 453-1337],,,,,S2,,,
Kanawha River Terminal  â€“  Ceredo Docks,,(formerly Oglebay Norton Co.),,Ceredo,,"Main & River Sts., 25507      ", [(304) 453-1337],,,,25453,GP18,-60,,1800
Kanawha River Terminal  â€“  Ceredo Docks,,(formerly Oglebay Norton Co.),,Ceredo,,"Main & River Sts., 25507      ", [(304) 453-1337],,,,22061,GP9,Nov-56,1986,1750
Kanawha River Terminal  â€“  Ceredo Docks,,(formerly Oglebay Norton Co.),,Ceredo,,"Main & River Sts., 25507      ", [(304) 453-1337],,,,20295,GP9,Apr-55,,1750
Kanawha River Terminal  â€“  Ceredo Docks,,(formerly Oglebay Norton Co.),,Ceredo,,"Main & River Sts., 25507      ", [(304) 453-1337],,,,20799,GP9,Nov-71,,1750
Kanawha River Terminal  â€“  Ceredo Docks,,(formerly Oglebay Norton Co.),,Ceredo,,"Main & River Sts., 25507      ", [(304) 453-1337],,,,26023,GP18,Jun-60,,1800
Kanawha River Terminal  â€“  Ceredo Docks,,(formerly Oglebay Norton Co.),,Ceredo,,"Main & River Sts., 25507      ", [(304) 453-1337],,,,72656,GP38-2,Mar-74,2001,2000
Kanawha River Terminal  â€“  Ceredo Docks,,(formerly Oglebay Norton Co.),,Ceredo,,"Main & River Sts., 25507      ", [(304) 453-1337],,,,32076,GP40-2W,Sep-74,2000,
Kanawha River Terminal  â€“  Ceredo Docks,,(formerly Oglebay Norton Co.),,Ceredo,,"Main & River Sts., 25507      ", [(304) 453-1337],,,,32149,GP40-2W,Apr-75,2000,
"Highlander Alloys, Inc.     ",,"(formerly American Alloys, Inc.)",,Graham Station  (New Haven),,"                            (P.O. Box 218, 25265)           ",    [(304) 882-2853],,,,13198,GE 65ton,Nov-41,2002,
"Highlander Alloys, Inc.     ",,"(formerly American Alloys, Inc.)",,Graham Station  (New Haven),,"                            (P.O. Box 218, 25265)           ",    [(304) 882-2853],,,,31542,GE 80ton,Apr-52,,
Monongahela Power Co. / Allegheny Power Systems  â€“  Harrison Station,,,electric generating,Haywood     (Clarksburg),,"                               (P.O. Box 600, 26336)         ", [(304) 584-2200],,,,83415,RS11,Apr-59,1974,
Huntington Coal Transportation Corp.     ,,(formerly Arch Minerals),,Huntington,,"1st St. & Ohio River, 25702            [(304) 523-3238]",,,,,15065,GE 45ton,Nov-41,,
Inco Alloys International   ,,(formerly International Nickel),,,,"3200 Riverside Dr., 25705        ", [(304) 526-5100],,,,,Plymouth 15ton DDS,May-76,,
Inco Alloys International   ,,(formerly International Nickel),,,,"3200 Riverside Dr., 25705        ", [(304) 526-5100],,,,,Plymouth DDS,Jan-95,,
Inco Alloys International   ,,(formerly International Nickel),,,,"3200 Riverside Dr., 25705        ", [(304) 526-5100],,,,,Plymouth 15ton DMS,-98,,
"Steel of West Virginia, Inc.  ",(subs. Steel Dynamics)     ,(formerly Conner Steel),,,,"17th St. & 2nd Ave.,          (PO Box 2547, 257026)      ",  [(304) 696-8200],,,,38904,GE 110ton,Jan-73,,
"Transfer Terminal / Coal Terminals, Inc.",,,,Kenova,,"21st Street & Beech             (P. O. Box 66, 25530)                 ", [(304) 453-3271],,,,11716,SW9,Apr-52,,1200
Argos Cement,,(formerly Essroc),,Martinsburg,,"S. Queen St. Ext.         (P.O. Box 885, 25401)       ", (304) 260-1800,GLLX 14135,GLLX,14135,14135,,,,
Carter-Roag Coal Co.  â€“  Star Bright Plant,,,,Mill Creek / (between Helvetia and Adolph),,"Helvetia-Adolph Rd (SR 46)       (near road, where 46 crosses Left Fork Buckhannon Creek)",  [(304) 636-8320],,,,78420,S4,Nov-50,,
Ohio Power / American Electric Power  â€“  Mitchell Plant,,,,Moundsville,,"      (south of..., on WV 2)",,,,,39060,GE 144ton,Dec-75,,
Ohio Power / American Electric Power  â€“  Mitchell Plant,,,,Moundsville,,"      (south of..., on WV 2)",,,,,39061,GE 144ton,Feb-76,,
Appalachian Power / American Electric Power  â€“  Mountaineer Plant,,,,New Haven,,,,,,,33488,GE 80ton,Aug-58,,
Appalachian Power / American Electric Power  â€“  Mountaineer Plant,,,,New Haven,,,,,,,37612,GE 100ton,Mar-71,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,29752,GE 8ton,-49,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Goodman 20ton,-78,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Goodman 20ton,-78,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Goodman 20ton,-78,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Goodman 20ton,-78,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Goodman 15ton,-79,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Goodman 15ton,-79,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Goodman 15ton,-79,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Goodman 15ton,-79,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Goodman 15ton,,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,30067,GE 15ton,-49,1963,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Plymouth 15ton JMD-24,Sep-80,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Jeffrey 25ton,-51,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,,Jeffrey 25ton,-52,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,39193,GE 37ton,-77,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,39189,GE 37ton,-77,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,34015,GE 50ton,Jan-61,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,30628,GE 50ton,,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,37160,GE 50ton,Jul-70,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,37161,GE 50ton,-70,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,37162,GE 50ton,-70,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,37163,GE 50ton,Aug-70,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,36299,GE 50ton,Apr-67,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,41159,GE 50ton,Dec-80,,
PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,,,41158,GE 50ton,-80,,
"PinnOak Resources, LLC. â€“ Pinnacle Prep. Plant",,"(formerly United States Steel Mining Co., LLC )",,,,"                 (P.O. BOX 338, 24874)",,,,,26028,GP18,Jun-60,1985,1800
Goodyear,,,,[Point Pleasant ?],,   (near...),,,,,18093,SW9,May-53,,1200
"Amherst Ind., Inc.",,,,Port Amherst,,"2 Port Amherst Dr., 25306       ", [(304) 926-1100],,,,27604,GE 45ton DC,Jun-44,,
First Energy - Pleasants Power Station,,(formerly Monongahela Power Co. / Allegheny Power Systems  â€“  Willow Island Power Station),,Willow Island   (Belmont),,"2 Power Station Blvd., 26134          [(304) 665-3100]",,,,,39165,GE 144ton,Feb-78,,
Appalachian Power / American Electric Power  â€“  John Amos Plant,,,,Winfield,,Winfield Rd.,,,,,44357,GE 144ton,Dec-89,,
Appalachian Power / American Electric Power  â€“  John Amos Plant,,,,Winfield,,Winfield Rd.,,2nd,,,44358,GE 144ton,Dec-89,,
Kepler Processing Co.  ,(operated as Contura),(formerly div. Consolidation Coal Co.),,Wyoming / Pineville,,    (between Wyoming and Pineville - across Guyandotte River from SR 97)    ,   (423) 573-0300],,,,,S2,,,
Dominion Resources - Mount Storm Station,,(formerly West Virginia Energy),electric generating,Bismark  (Stony River Station),,WV 93,,,,,39121,GE 110ton,Dec-76,1986,
Dominion Resources - Mount Storm Station,,(formerly West Virginia Energy),electric generating,Bismark  (Stony River Station),,WV 93,,,,,34958,GE 110ton,Dec-64,,
Dominion Resources - Mount Storm Station,,(formerly West Virginia Energy),electric generating,Bismark  (Stony River Station),,WV 93,,,,,24132,SW1200,Nov-57,,1200
Grimstone Mining,,,coal gob reclamation,Caples,,Copper Ridge Rd.,,LTEX 2351,LTEX,2351,,MP15,Jun-77,2022,
Philippi Development Inc.  â€“  Sentinel Mine,(subs. Anker Group),(formerly Philippi Mining ),(coal mine)  ,Corder Crossing,,"RR3, Box 146, 26416   (on CSX Berryburg Branch)",,,,,39038,GE 110ton,Jun-76,,
Power Mountain Coal Co.,(subs. Massey Energy Corp.) ,(formerly HPM Corp.),,Drennen,,Jones Branch Rd.   (off Rt. 39),,,,,14110,SW9,Feb-51,,1200
"MET Resources / Star Services, LLC - Switchback Loadout",,,,Ennis,,"(at Ennis Station, a mile S/E of Elkhorn)",,GMTX 3311,GMTX,3311,,SD40d,Apr-80,,
Quinwood Coal Co.,(subs. A.T. Massey Coal),(formerly Green Valley Coal Co.),,Green Valley / Quinwood / Rainelle,,"  SR 20   (NW of Green Valley, ~4 M N of Quinwood)",,,,,,GP7,Jan-50,,1500
Quinwood Coal Co.,(subs. A.T. Massey Coal),(formerly Green Valley Coal Co.),,Green Valley / Quinwood / Rainelle,,"  SR 20   (NW of Green Valley, ~4 M N of Quinwood)",,,,,27117,GP30,Mar-62,1997,2250
Appalachian Tank Car,,(formerly BRS Railcar / Buncher Railcar),,Hinton,,,,,,,13090,GE 23ton,Apr-41,,
Appalachian Tank Car,,(formerly BRS Railcar / Buncher Railcar),,Hinton,,,,,,,13188,GE 45ton,Aug-41,,
Twin Eagle Sand Logistics,,,transload,Jerry Run / Bridgeport,,AFG Road,,BDRV 1206,BDRV,1206,,SW1200RS,-56,,1200
Metco Coal Sales  -  Litwar Mine,(subs Alpha Natural),"(formerly Red Ash Sales Co., Inc.)",,Litwar   (Iaeger),,"(at end of Plant St, off Peace Branch Rd.) ",[(304) 938-3000],,,,,S2,,,
Metco Coal Sales  -  Litwar Mine,(subs Alpha Natural),"(formerly Red Ash Sales Co., Inc.)",,Litwar   (Iaeger),,"(at end of Plant St, off Peace Branch Rd.) ",[(304) 938-3000],,,,31195,GE 35ton,Dec-51,,
Aggregate Industries  â€“  Millville Quarry,,"(formerly Millville Quarry, Inc.)",,Millville          (Harpers Ferry),,"Blair Rd.          (P.O. Box 166, 25432)          ", [(304) 725-8411],M-3,,,33007,GP9,-57,,1750
Aggregate Industries  â€“  Millville Quarry,,"(formerly Millville Quarry, Inc.)",,Millville          (Harpers Ferry),,"Blair Rd.          (P.O. Box 166, 25432)          ", [(304) 725-8411],M-4,,,33008,GP9,-57,,1750
Aggregate Industries  â€“  Millville Quarry,,"(formerly Millville Quarry, Inc.)",,Millville          (Harpers Ferry),,"Blair Rd.          (P.O. Box 166, 25432)          ", [(304) 725-8411],33002,,,33002,GP7,-51,,1500
Aggregate Industries  â€“  Millville Quarry,,"(formerly Millville Quarry, Inc.)",,Millville          (Harpers Ferry),,"Blair Rd.          (P.O. Box 166, 25432)          ", [(304) 725-8411],,,,31445,GP40,Jan-66,,3000
Covestro,,,,New Martinsville,,"17595 SR 2,, Proctor, 26055",(304) 455-4400,CEFX 403,CEFX,403,36672,GP38,Jul-70,2021,2000
"AC&S, Inc.",,,chemical,Nitro,,"150 Plant Rd.,       (PO Box 335, 25143)",(304) 755-9275,,,,31558,GE 25ton,Apr-52,,
"AC&S, Inc.",,,chemical,Nitro,,"150 Plant Rd.,       (PO Box 335, 25143)",(304) 755-9275,,,,31564,GE 25ton,May-52,,
"Williams Ohio Valley Midstream, LLC / Williams Co.",,,natural gas transload,,,"(along SR 2, 3 mi. W. of...)",,RLIX 1507,RLIX,1507,,SW1500,-72,2019,1500
Omar Mining Co.        , (subs. Massey Energy Corp.),,,Uneeda,,"Rt. 85 S, Robinson Creek       (P.O. Box 338, (Madison), 25130)    ", [(304) 369-1041],,,,15602,SW9,Jan-52,,1200
Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],,,,,SW1001 Ex Weirton Steel #008,,2002,
Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],,,,37294,SW1500,Aug-71,1985,1500
Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],,,,,SW1500,Nov-72,1985,1500
Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],,,,38468,SW1500,Dec-71,1987,1500
Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],,,,38471,SW1500,Dec-71,,1500
Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],,,,38466,SW1500,Dec-71,,1500
Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],,,,36839,SW1500,Jan-71,,1500
Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],,,,36842,SW1500,Jan-71,,1500
Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],,,,36939,SW1500,Jan-71,,1500
Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],,,,36841,SW1500,Jan-71,,1500
Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],,,,38643,SW1500,Jan-71,,1500
Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],,,,,SW1500,-72,,1500
Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],,,,,SW1500,-72,,1500
Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],,,,,SW1500,Sep-72,1991,1500
Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],,,,,SW1500,-72,,1500
