,company name,affiliation,former ID,ind,city,state,address / directions,Phone #,locomotive serial number,locomotive model,Manufactured Date(MM/YY),locomotives
4711,Appalachian Power / American Electric Power  –  Mountaineer Plant,,,,New Haven,,,,33488,GE 80ton,8-58,
4712,Appalachian Power / American Electric Power  –  Mountaineer Plant,,,,New Haven,,,,37612,GE 100ton,3-71,
4713,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,29752,GE 8ton,-49,
4714,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,Goodman 20ton,-78,
4715,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,Goodman 20ton,-78,
4716,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,Goodman 20ton,-78,
4717,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,Goodman 20ton,-78,
4718,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,Goodman 15ton,-79,
4719,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,Goodman 15ton,-79,
4720,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,Goodman 15ton,-79,
4721,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,Goodman 15ton,-79,
4722,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,Goodman 15ton,,
4723,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,30067,GE 15ton,-49,
4724,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,Plymouth 15ton JMD-24,9-80,
4725,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,Jeffrey 25ton,-51,
4726,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,,Jeffrey 25ton,-52,
4727,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,39193,GE 37ton,-77,
4728,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,39189,GE 37ton,-77,
4729,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,34015,GE 50ton,1-61,
4730,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,30628,GE 50ton,,
4731,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,37160,GE 50ton,7-70,
4732,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,37161,GE 50ton,-70,
4733,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,37162,GE 50ton,-70,
4734,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,37163,GE 50ton,8-70,
4735,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,36299,GE 50ton,4-67,
4736,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,41159,GE 50ton,12-80,
4737,PinnOak Resources LLC - Mine #50      ,(subs. USX Corp.),"(formerly United States Steel Mining Co., LLC)",(coal mine)       ,Pineville,,,,41158,GE 50ton,-80,
4738,"PinnOak Resources, LLC. – Pinnacle Prep. Plant",,"(formerly United States Steel Mining Co., LLC )",,,,"                 (P.O. BOX 338, 24874)",,26028,GP18,6-60,
4739,Goodyear,,,,[Point Pleasant ?],,   (near...),,18093,SW9,5-53,
4740,"Amherst Ind., Inc.",,,,Port Amherst,,"2 Port Amherst Dr., 25306       ", [(304) 926-1100],27604,GE 45ton DC,6-44,
4741,First Energy - Pleasants Power Station,,(formerly Monongahela Power Co. / Allegheny Power Systems  –  Willow Island Power Station),,Willow Island   (Belmont),,"2 Power Station Blvd., 26134          [(304) 665-3100]",,39165,GE 144ton,2-78,
4742,Appalachian Power / American Electric Power  –  John Amos Plant,,,,Winfield,,Winfield Rd.,,44357,GE 144ton,12-89,
4743,Appalachian Power / American Electric Power  –  John Amos Plant,,,,Winfield,,Winfield Rd.,,44358,GE 144ton,12-89,
4744,Kepler Processing Co.  ,(operated as Contura),(formerly div. Consolidation Coal Co.),,Wyoming / Pineville,,    (between Wyoming and Pineville - across Guyandotte River from SR 97)    ,   (423) 573-0300],,S2,,
4751,Dominion Resources - Mount Storm Station,,(formerly West Virginia Energy),electric generating,Bismark  (Stony River Station),,WV 93,,39121,GE 110ton,12-76,
4752,Dominion Resources - Mount Storm Station,,(formerly West Virginia Energy),electric generating,Bismark  (Stony River Station),,WV 93,,34958,GE 110ton,12-64,
4753,Dominion Resources - Mount Storm Station,,(formerly West Virginia Energy),electric generating,Bismark  (Stony River Station),,WV 93,,24132,SW1200,11-57,
4755,Grimstone Mining,,,coal gob reclamation,Caples,,Copper Ridge Rd.,,,MP15,6-77,
4756,Philippi Development Inc.  –  Sentinel Mine,(subs. Anker Group),(formerly Philippi Mining ),(coal mine)  ,Corder Crossing,,"RR3, Box 146, 26416   (on CSX Berryburg Branch)",,39038,GE 110ton,6-76,
4764,Power Mountain Coal Co.,(subs. Massey Energy Corp.) ,(formerly HPM Corp.),,Drennen,,Jones Branch Rd.   (off Rt. 39),,14110,SW9,2-51,
4765,"MET Resources / Star Services, LLC - Switchback Loadout",,,,Ennis,,"(at Ennis Station, a mile S/E of Elkhorn)",,,SD40d,4-80,
4766,Quinwood Coal Co.,(subs. A.T. Massey Coal),(formerly Green Valley Coal Co.),,Green Valley / Quinwood / Rainelle,,"  SR 20   (NW of Green Valley, ~4 M N of Quinwood)",,,GP7,1-50,
4767,Quinwood Coal Co.,(subs. A.T. Massey Coal),(formerly Green Valley Coal Co.),,Green Valley / Quinwood / Rainelle,,"  SR 20   (NW of Green Valley, ~4 M N of Quinwood)",,27117,GP30,3-62,
4768,Appalachian Tank Car,,(formerly BRS Railcar / Buncher Railcar),,Hinton,,,,13090,GE 23ton,4-41,
4769,Appalachian Tank Car,,(formerly BRS Railcar / Buncher Railcar),,Hinton,,,,13188,GE 45ton,8-41,
4770,Twin Eagle Sand Logistics,,,transload,Jerry Run / Bridgeport,,AFG Road,,,SW1200RS,-56,
4771,Metco Coal Sales  -  Litwar Mine,(subs Alpha Natural),"(formerly Red Ash Sales Co., Inc.)",,Litwar   (Iaeger),,"(at end of Plant St, off Peace Branch Rd.) ",[(304) 938-3000],,S2,,
4772,Metco Coal Sales  -  Litwar Mine,(subs Alpha Natural),"(formerly Red Ash Sales Co., Inc.)",,Litwar   (Iaeger),,"(at end of Plant St, off Peace Branch Rd.) ",[(304) 938-3000],31195,GE 35ton,12-51,
4773,Aggregate Industries  –  Millville Quarry,,"(formerly Millville Quarry, Inc.)",,Millville          (Harpers Ferry),,"Blair Rd.          (P.O. Box 166, 25432)          ", [(304) 725-8411],33007,GP9,-57,
4774,Aggregate Industries  –  Millville Quarry,,"(formerly Millville Quarry, Inc.)",,Millville          (Harpers Ferry),,"Blair Rd.          (P.O. Box 166, 25432)          ", [(304) 725-8411],33008,GP9,-57,
4775,Aggregate Industries  –  Millville Quarry,,"(formerly Millville Quarry, Inc.)",,Millville          (Harpers Ferry),,"Blair Rd.          (P.O. Box 166, 25432)          ", [(304) 725-8411],33002,GP7,-51,
4776,Aggregate Industries  –  Millville Quarry,,"(formerly Millville Quarry, Inc.)",,Millville          (Harpers Ferry),,"Blair Rd.          (P.O. Box 166, 25432)          ", [(304) 725-8411],31445,GP40,1-66,
4785,Covestro,,,,New Martinsville,,"17595 SR 2,, Proctor, 26055",(304) 455-4400,36672,GP38,7-70,
4786,"AC&S, Inc.",,,chemical,Nitro,,"150 Plant Rd.,       (PO Box 335, 25143)",(304) 755-9275,31558,GE 25ton,4-52,
4787,"AC&S, Inc.",,,chemical,Nitro,,"150 Plant Rd.,       (PO Box 335, 25143)",(304) 755-9275,31564,GE 25ton,5-52,
4790,"Williams Ohio Valley Midstream, LLC / Williams Co.",,,natural gas transload,,,"(along SR 2, 3 mi. W. of...)",,,SW1500,-72,
4793,Omar Mining Co.        , (subs. Massey Energy Corp.),,,Uneeda,,"Rt. 85 S, Robinson Creek       (P.O. Box 338, (Madison), 25130)    ", [(304) 369-1041],15602,SW9,1-52,
4798,Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],,SW1001 Ex Weirton Steel #008,,
4799,Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],37294,SW1500,8-71,
4800,Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],,SW1500,11-72,
4801,Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],38468,SW1500,12-71,
4802,Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],38471,SW1500,12-71,
4803,Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],38466,SW1500,12-71,
4804,Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],36839,SW1500,1-71,
4805,Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],36842,SW1500,1-71,
4806,Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],36939,SW1500,1-71,
4807,Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],36841,SW1500,1-71,
4808,Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],38643,SW1500,1-71,
4809,Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],,SW1500,-72,
4810,Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],,SW1500,-72,
4811,Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],,SW1500,9-72,
4812,Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],,SW1500,-72,
4813,Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],38472,SW1500,12-71,
4814,Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],34115,SW1500,7-68,
4815,Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],34116,SW1500,7-68,
4816,Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],36837,SW1500,1-71,
4817,Arcelor Mittal Steel USA,,"(formerly Mittal Steel, previously ISG)",(cold rolling and tin plate mills),Weirton,,"400 Three Springs Dr., 26062-4989       ", [(304) 797-2000],36836,SW1500 [,1-71,
4820,Boise Paper,,Boise Cascade,,Attalia  (Wallula),Wa.,"Hwy. 12             (P.O. Box 500, 99363)                 ", [(509) 547-2411],33922,GE 35ton,6-60,
4821,Boise Paper,,Boise Cascade,,Attalia  (Wallula),Wa.,"Hwy. 12             (P.O. Box 500, 99363)                 ", [(509) 547-2411],38929,GE 35ton,-73,
4824,"Oeser Co., The      ",,,(pole treating),Bellingham,,730 Marine Drive          ,[(360) 734-1480],15687,GE 25ton,6-42,
4825,Greenbrier Rail Services,,"(formerly GBW Railcar Service, LLC)",,Chehalis,,"139 Habein Rd., 98532    ",  [(360) 748-8583],33381,GE 25ton,1-60,
4826,Greenbrier Rail Services,,"(formerly GBW Railcar Service, LLC)",,Chehalis,,"139 Habein Rd., 98532    ",  [(360) 748-8583],,GE 45ton,,
4827,Greenbrier Rail Services,,"(formerly GBW Railcar Service, LLC)",,Chehalis,,"139 Habein Rd., 98532    ",  [(360) 748-8583],,GE 50ton,,
4830,BP,,(formerly Arco),oil refinery,Cherry Point    (Ferndale / Arco station),,"4519 Grandview Rd., Ferndale, WA 98248                    [(360) 676-2637] ",,,MP15m,11-82,
4834,Northwest Aluminum Co.      ,,(formerly Goldendale Aluminum Corp.),,Cliffs  (Klickitat County)  ,,      (adjacent to John  Day Dam),,,Plymouth 35ton MDT,3-57,
4835,Northwest Aluminum Co.      ,,(formerly Goldendale Aluminum Corp.),,Cliffs  (Klickitat County)  ,,      (adjacent to John  Day Dam),,,Plymouth 35ton MDT,6-70,
4838,Nutrien Kennewick,,,nitrogen fertilizer,Finley / Kennewick,,"227515 E Bowles Rd, 99337",,18097,,5-53,
4839,Kalama Export Co. LLC           ,(j/v ConAgra & ADM) ,(formerly Peavey Co.),(grain elevator / dock),Kalama,,"2211 N. Hendrickson, 98625      [(360) 673-3900]",,20062,SW1200,10-54,
4844,Nutrien ,,"(formerly Agrium US, Inc.    )", (nitrogen fertilizer)        ,,,"227515  E. Bowles Rd., 99336           [(509) 586-5500]",,20321,SW1200,7-55,
4845,International Raw Materials Logistics,,,,Longview,,"(at Bridgview Terminal, Port of Longview)",,,Republic RX500 Acq. new,,
4846,Port of Longview,,,,,,"10 Port Way, 98632  ",    [(360) 425-3305],,Plymouth 30ton ML-6/2,12-43,
4847,Port of Longview,,,,,,"10 Port Way, 98632  ",    [(360) 425-3305],20117,SW1200,1-55,
4848,Port of Longview,,,,,,"10 Port Way, 98632  ",    [(360) 425-3305],28771,SW1200,4-64,
4852,WestRock Co.,,(formerly KapStone Paper & Packaging),kraft mill,,,"300 Fiber Way, 98632       ", [(360) 425-1550],,SW1500,7-72,
4853,Weyerhaeuser Timber,,,,,,,,17825,SW9,4-53,
4854,Weyerhaeuser Timber,,,,,,,,20354,SW1200,2-55,
4855,Weyerhaeuser Timber,,,,,,,,33623,SW1500,6-68,
4856,Weyerhaeuser Timber,,,,,,,,33935,SW1500,5-68,
4857,Weyerhaeuser Timber,,,,,,,,71607,SW1500,12-72,
4858,Weyerhaeuser Timber,,,,,,,,,SW1500,6-72,
4859,Weyerhaeuser Timber,,,,,,,,35793,SW1500,-70,
4860,Weyerhaeuser Timber,,,,,,,,,SW1500,-72,
4861,Weyerhaeuser Timber,,,,,,,,34899,SW1500,4-69,
4863,"Lampson (N. F.), Inc.   ",,, (heavy equip.),Pasco,,   (Port of Pasco),,13150,GE 23ton,7-41,
4864,"Lampson (N. F.), Inc.   ",,, (heavy equip.),Pasco,,   (Port of Pasco),,31288,GE 25ton,10-51,
4865,AgriNorthwest Inc.   ,(subs. Deseret Managment Corp. / Church of Jesus Christ of Latter-day Saints),,,Plymouth,,"   (P.O. Box 81, 99346)      [(509) 783-7378]",,20640,SW1200,5-55,
4868,"Coastal Transportation, Inc.",,,,,,"4025 13th Ave. W, 98119           ",  [(206) 282-9979],,Plymouth ML8,7-43,
4869,Louis Dreyfus Corp. - Pier 86 Grain Terminal,,"(formerly Cargill, Inc.)",,,,955 Alaska Way      (Pier 86)     , [(503) 243-1133],20347,GP9,3-55,
4870,Louis Dreyfus Corp. - Pier 86 Grain Terminal,,"(formerly Cargill, Inc.)",,,,955 Alaska Way      (Pier 86)     , [(503) 243-1133],22787,GP9,2-57,
4872,Nucor Steel,,(formerly Birmingham Steel Corp. ),,,,"2424 SW Andover, 98106",,17891,GE 65ton,5-43,
4873,Nucor Steel,,(formerly Birmingham Steel Corp. ),,,,"2424 SW Andover, 98106",,32975,GE 65ton,7-57,
4874,Nucor Steel,,(formerly Birmingham Steel Corp. ),,,,"2424 SW Andover, 98106",,30804,GE 65ton,10-50,
4877,Port of Shelton,,,,Shelton,,                                   , [(360) 426-1151],00594,,,
4878,Port of Shelton,,,,Shelton,,                                   , [(360) 426-1151],78412,S4,10-50,
4879,"Port of Tacoma, USA",,,,Tacoma,,1680 Lincoln Ave.,,22760,SW1200,-57,
4880,"Port of Tacoma, USA",,,,Tacoma,,1680 Lincoln Ave.,,11722,SW9,4-52,
4881,Tacoma Export Marketing  / Temco,(j/v Harvest States / Cargill)   ,(formerly Continental Grain),,,,11 Schuster Parkway       , [572-3511],24039,SW1200,1-58,
4882,Tacoma Export Marketing  / Temco,(j/v Harvest States / Cargill)   ,(formerly Continental Grain),,,,11 Schuster Parkway       , [572-3511],20335,SW1200,3-55,
4883,Tacoma Export Marketing  / Temco,(j/v Harvest States / Cargill)   ,(formerly Continental Grain),,,,11 Schuster Parkway       , [572-3511],22762,SW1200,-57,
4884,Tacoma Export Marketing  / Temco,(j/v Harvest States / Cargill)   ,(formerly Continental Grain),,,,11 Schuster Parkway       , [572-3511],19349,GP9,-54,
4886,Columbia Business Center ,,(formerly Gilmore Industrial Center),,Vancouver,,2501 SE Columbia Way       , [(206) 693-3644],15681,GE 25ton,4-42,
4887,Columbia Business Center ,,(formerly Gilmore Industrial Center),,Vancouver,,2501 SE Columbia Way       , [(206) 693-3644],32413,"GE 80ton ""Super 88""",2-56,
4888,Columbia Business Center ,,(formerly Gilmore Industrial Center),,Vancouver,,2501 SE Columbia Way       , [(206) 693-3644],25224,SW1200,6-59,
4889,Great Western Malting,,,,,,,,,GE45ton,,
4890,"Kinder Morgan Bulk Terminals Inc - Vancouver Terminal
                             ",,(formerly Hall Buck Marine),,,,"2713  NW Lower River Rd., 98660                            ", [(360) 693-8599],,SW7,3-50,
4892,"Port of Vancouver, USA",,,,,,3101 NW Lower River Rd.       , [(206) 693-3611],17819,GE 45ton,3-43,
4894,"GLC Minerals, LLC",,(formely Great Lakes Calcium Corp.),,Green Bay,,"1450 Bylsby Ave., 54303",(920) 432-7731,31778,GE 25ton,1-53,
4897,"The DeLong Co., Inc.",,(formerly Gavilon),grain,Avalon,Wi.,"9231 E Avalon Rd., 53505",(608) 754-4673,,SD40-2 Ex Gavilon #7161,,
4898,"Smart Sand, Inc",,  (formerly Hi-Crush Blair),sand mining,Blair,,S. River Rd. (~2 mi E of...),,35250,GP38m,9-69,
4903,"Didion Milling, Inc.",,,,Cambria,,"501 S. Williams St.,  53923           ", [(920) 348-5969],17460,GP7,-52,
4904,Chippewa Sand Transport,,,,,,"14477 CR S, 54729",  (715) 723-6000,33131,SW1500,-67,
4905,Alliant Energy Corp.  –  Columbia Power Plant      ,,(formerly Wisconsin Power & Light),,Columbia  (Portage),,"W. 8385 Murray Rd.         (N. of Lake Columbia, S/W of Jct. US 51 & Wi. 16, s. of Portage)",,,S2,,
4906,Alliant Energy Corp.  –  Columbia Power Plant      ,,(formerly Wisconsin Power & Light),,Columbia  (Portage),,"W. 8385 Murray Rd.         (N. of Lake Columbia, S/W of Jct. US 51 & Wi. 16, s. of Portage)",,,S2,,
4907,Alliant Energy Corp.  –  Columbia Power Plant      ,,(formerly Wisconsin Power & Light),,Columbia  (Portage),,"W. 8385 Murray Rd.         (N. of Lake Columbia, S/W of Jct. US 51 & Wi. 16, s. of Portage)",,33095,SW1500,7-67,
4909,GBW ,,,railcar repair,Cudahy,,"5000 S Whitnall Ave., 53110",,13572,SW7,1-51,
4911, Watco Mechanical Services,,(formerly GBW),railcar repair,,,"5000 S Whitnall Ave., 53110",,13572,SW7,1-51,
4914,Georgia Pacific Corp. ,,(formerly Fort James Corp.),,Green Bay,,,,31100,SW1200,3-66,
4915,Georgia Pacific Corp. ,,(formerly Fort James Corp.),,Green Bay,,,,31216,SW1200,3-66,
4918,Kohler Co.,,,,Kohler,,"444 Highland Dr., 53044", [(414) 457-4441],15891,GE 80ton,12-42,
4923,COFCO International,,"(formerly Nidera / Chicago & Illinois River Marketing, LLC)",,Milwaukee,,"960 E. Bay St., 53207     ", [(414) 482-1900],75912,S2,7-48,
