company name,affiliation,former ID,ind,city,state,address / directions,Phone #,locomotive number,locomotive model,Manufactured Date(MM/YY),locomotives
Cargill Inc.  -  Terre Haute Elevator,,,,,,"2154 River Rd.  (Hwy. 44)                    (P.O. Drawer AR, 70084)                     ",[(504) 536-1500],RCLX 507; ; ;,SW1; car mover; car mover;,01/40; ; ;,"  (RLCX 507)  :  SW1  (1015, 1-40)  Ex EJ&E #220.  Acq. 1985.
    car mover
    car mover"
Chevron - Pascagoula Refinery,,,,Pascagoula,,250 Industrial Rd.   (Bayou Casotte),,RD20; ;,Republic RX 500; Republic RX 500;,; ;," RD20   :  Republic RX 500
              :  Republic RX 500"
Prairie Central Cooperative,,,,Pontiac,,"  (N/E of ...)    CR 200, off old US 66",,RE 1019; MALX 1330; ,S2; C420;,11/49; 8/67;,"      (RE 1019)  :  S2  (77825, 11-49)  Ex EL #524, nee Erie #524.
(MALX 1330)  :  C420  (3490-07, 8-67)  Ex Consolidated Grain & Barge #1330  (Naples, Il.), exx L&N #1330, nee Monon #513. "
Green Bay Packaging ,,(formerly Arkansas Kraft Paper),,Perryville,,,,RE 1056;,S2,07/56;,"(RE 1056)  :  S2  (81973, 7-56)  Nee GTW #8196."
 AdvanSix,, (formerly Honeywell Corp.),,Hopewell,,"905 E. Randolph Road   (P.O. Box 761, 23860)       ",[(804) 541-5000],RE 1256;,SW9;,2/51;," (RE 1256)  :  SW9  (13134, 6182-6, 2-51)  Ex SCL #139, nee ACL #657."
Luria Brothers & Co.   ,,,(scrap),Chesterton,,"US Hwy 12, 46304",,RE 1266;,SW9 / 1200;,;,  (RE 1266)  :  SW9 / 1200                    Acq. 1996.
Exxon Mobil - Shute Creek Gas Plant,,(formerly Standard Oil of NJ),,Shute Creek,,"  (operates 16 mile line from Opal, on the UP, to gas plant on Shute Creek) (on CR 340)",,RE 2001;,GP20; ,11/59;,"    (RE 2001)  :  GP20  (25624, 5607-2, 11-59)  Ex WP #2002,  Acq. 1988.  Returned."
"Tembec USA, LLC",,(formerly Crown Vantage Inc.),,St. Francisville,,"2105 Highway 964, 70775     (S/E of...)              ", [(225) 635-3311],RE 508;,SW1;,08/40;,"  (RE 508)  :  SW1  (1104, 8-40)  Ex B&O #8406.  Acq. 1986."
Formosa Plastic Corp.,,,,,,"Gulf States Rd.      (PO Box 271, 70821)      ", [(504) 356-3341]],RE 511; KMMX 123; PSC Group / LTEX 1142; PCS Group / LTEX 2355;,SW1; SW?; MP15; MP15;,5/53; ; ; ;,"  (RE 511)  :  SW1  (18108, 4228-3, 5-53)  Ex Quality Service Railcar Repair (GE) #25  (Sayre, Pa.), exx North American Car #25  (same), nee CNW #1276.
(KMMX 123)  :  SW?
  (PSC Group / LTEX 1142)  :  MP15          Ex NS #2357, nee SR.  Acq. 2024.
  (PCS Group / LTEX 2355)  :  MP15          Ex NS #2355, nee SR.  Acq. 2024."
Ferrous Processing & Trading Co. ,,,,,,6931 Wyoming Ave.,,RE 701;,S1;,05/41;,"  (RE 701)  :  S1  (69485, 5-41)  Nee Mn. Transfer #61."
"Strong Steel Div., Ferrous Processing",,,,,,6464 Strong St.,,RE 716; ;,S1; car mover;,; ;,"  (RE 716)  :  S1                      Acq.  1999.  O/s. (still present 2020)
     car mover"
Alabama Reclamation,,,aluminum,Sheffield,,Ford Rd.  ,,RE 722;,S1/3;,;,  (RE 722)  :  S1 / 3    
Brenntag Mid-South,,,chemical distributor,Henderson,,"1405 SR 136 W, 42420",(270) 830-1200,Respondek 2425; Respondek 415;,MP15; GP7;,;;,"(Respondek 2425)  :  MP15                 Ex NS.  Acq. 2018.
(Respondek 415)  :  GP7                     Ex IT.  Acq. 2018."
Genesis Energy - Scenic Station,,,rail oil terminal,,,Blount Rd,,RILX 1251;,SW7;,;, (RLIX 1251)  :  SW7     Ex Ohio Central #71
Ineos  -  Chocolate Bayou Complex,,(formerly BP Amoco Chemicals),,Chocolate Bayou  (Liverpool / Alvin),,"FM 2004   (2 mi. s/w of FM 2004 & FM 2917, ~ 8 mi. s/e of Liverpool)  (P.O. Box 1488, (Alvin) 77512)      [(281) 581-3100]",,RILX 300; RLIX 357; RLIX 1516;,SW1500; SW1500; ;,2/71; 3/72; ;,"(RLIX 300)  :  SW1500  (37058, 7292-1, 2-71)  Ex CR #9500, nee PC #9500.
(RLIX 357)  :  SW1500  (7355-48,  3-72)  Ex CR #9557, nee PC #9557.  Acq. 2000.
(RLIX 1516)  :  ???


(RLIX 1211)  :  SW1200   [@ Ineos Olefins - same location ?]"
Graphic Packaging International,,(formerly Riverwood Int.),,,,,,Rio Grande Pacific 684; Rio Grande Pacific 702;,GP15; GP15;,;;,"(Rio Grande Pacific 684)  :  GP15       Acq  2023.
(Rio Grande Pacific 702)  :  GP15       Acq  2023."
Memphis Air Park West,,,,,,,,RJ Corman 1606; RJ Corman 9005; RJ Corman 550; ,GP18; GP9; GP9; ,/60; ; ;,"(RJ Corman 1606)  :  GP18  (26116,   -60)  Ex CSX #1725, exx  SBD #4625, exxx SCL #4625, exxxxx SCL #1058, nee CSX #403.
(RJ Corman 9005)  :  GP9             Nee B&O.
(RJ Corman 550)  :  GP9"
Rayonier,,,paper mill,Jesup,,"4470  Savannah Hwy., 31545      ",  [(912) 427-5000],RJ Corman 1607; RJ Corman 1608; RJ Corman 3816; ,GP7; GP7; GP38-2;,2/51; 8/51; ;,"  (RJ Corman 1607)  :  GP7  (13906, 508709, 2-51)  Ex CSX #1795, exx SBD #4749, exxx SCL #749, nee ACL #161.
  (RJ Corman 1608)  :  GP7  (13949, 5101-2, 8-51)  Ex CSX #1782, exx SBD #4736, exxx  SCL #4736, exxxx SCL #762, nee ACL #174.
  (RJ Corman 3816)  :  GP38-2     Acq. 2023."
GP Cellulose - Alabama River Mill,(subs. Georgia Pacific),,,Perdue Hill    (Caibornre / Fountain / Monroeville),,"   (W of ...)  (just N. of CR 39 / Landegger Hwy.)   (P.O. Box 100, 36470)  ",  [(334) 574-2000],RJ Corman 1807; RJ Corman 1824;,; ;,; ;,"  (RJ Corman 1807)  :  
  (RJ Corman 1824)  :  "
Graphic Packaging International,,(formerly Riverwood international),,West Monroe,,"1000 Jonesboro Rd., 71292       ", [362-2000],RJCC 1366; RJCC 1601;,GP7; GP9;,; ;,"  (RJCC 1366)  :  GP7
  (RJCC 1601)  :  GP9"
Farmers Cooperative Elevator Co.,,,,Plymouth,,512 E. Main St.     , [(402) 656-3615],RLCX #1314;,SW1200;,12/55;,"  (RLCX #1314)  :  SW1200  (20382, 4300-3, 12-55)  Ex NIS #7019, nee GTW #7019."
CMC,, (formerly Gerdau Ameristeel),rebar,,,"1919 Tennessee Ave., 37921       ", [(615) 546-5472],RLCX 1003; ,S4; ,9/50;," (RLCX 1003)  :  S4  (78233, 9-50)  Nee D&H #3039."
Georgia Pacific Corp.,,,,Port Hudson    (Zachary  or St. Francisville),,"1000 West Mount Pleasant, (Zachary), 70791                                    `",[ (225) 654-1700],RLCX 1242;,SW9;,?/51;,"(RLCX 1242)  :  SW9  (12561, 4074-11,   -51)  Ex UP #1266, exx MP #1242, nee MP #9180."
OxyVinyls LP  – Pasadena PVC Site       ,(j/v Occidental Chemical & PolyOne),,,,,"4403 Pasadena Freeway, 77503            ",  [(281) 884-4000],RLCX 1255;,SW1200;,;,  (RLCX 1255)  :  SW1200
Applied Industrial Material Corp. / AIMCOR,,,,Port Arthur,,"2115 Houston Ave., 77640  ",   [(409) 985-8971],RLCX 1267;,SW9/1200;,;,  (RLCX 1267)  :  SW9/1200                              Leased 1996.
USS - Posco Ind.   (steel mill)  (j/v USS & Pohang Iron & Steel)   ,,(formerly United States Steel- Pittsburg Plt.),,,,"900 Loveridge Rd., 94565    ", [(510) 439-6000],RLCX 1283; RLCX 1285;,SW1200; SW1200;,/56; /58;,"(RLCX 1283)  :  SW1200RS  (A-867,  -56)  Ex CN #1240.  Acq. 1992.
(RLCX 1285)  :  SW1200RS  (A-1546,  -58)  Ex CN #1309.  Acq. 1992."
Ardent Mills,,(formerly Horizon Milling),(flour mill),Mount Pocono,,"258 Harvest Ln., 18344",,RLCX 1701; LTEX 1616,GP9; GP15; ,10/56; ;,"  (RLCX 1701)  :  GP9  (22601, 5498-1, 10-56)  Nee BRC #480.  Acq. 2003.
  (LTEX 1616)  :  GP15          Ex CSX #1516.  Acq. 2020."
Occidental Chemical,,(formerly Hooker Chemical Div.),,Niagara Falls,,"4700 Buffalo Ave., 14304     (P. O. Box 728, 14302)      ",  [(716) 278-7777],RLCX 506;,SW1;,01/41;,"  (RLCX 506)  :  SW1   (1238, 1-41)  Nee EJ&E #236."
"Columbia Grain, Inc.",(subs. Marubeni),,,Conrad,,"116 S. Dakota          (P. O. Box 606, 59425)                        ", [(406) 278-3256],RLCX 514; ;,"SW1 ""B"" (R/C); GE [B36-7?];",03/51; ;,"  (RLCX 514)  :  SW1 ""B"" (R/C)  (13576, E-4094-2, 3-51)  Ex Inland Steel #RC1  (Indiana Harbor, In.), nee Inland Steel #79  (same)
                      :  GE  [B36-7?]"
EmEsCo Marine Terminal Corp.,,,,,,12100 S. Stony  Island Ave.     ,  (773)  646-2100,RLCX 713;,S1;,12/49;,"  (RLCX 713)  :  S1  (77116, 12-49)  Ex L&N #59."
Ferrous Processing & Trading Co.,, (formerly Grant-Southern Iron & Metal),,,,9100 John Kronk     , [(313) 582-2910],RLCX 802; ;,S2d; car mover;,; ;,"  (RLCX 802)  :  S2d              Acq. 2001.  O/s.
      car mover"
Miller Milling Co.,(subs Nisshin Milling),,,Calwa  (Fresno),,2908 S. Maple Ave.      ,[(209) 441-8133],RLCX 903;,SW8;,11/52,"  (RLCX 903)  :  SW8  (16623, 4185-3, 11-52)  Ex RI #825.  Acq. 1993."
Sabic,,(formerly General Electric Plastics),,Selkirk,,"1 Noryl Ave., 12158     ", [(518) 475-5011],RLCX 909;,SW900;,;,"  (RLCX 909)  :  SW900
"
Hastings Utilities  -  Whelan Energy Center,,,,,,"(Industrial Park East)    (office: 1228 N. Denver Ave., 68901)      ",[(402) 463-1371],RLCX 909; RLCX 155;,SW900; slug;,09/56; ;," (RLCX 909)  :  SW900  (22880, 4378-2, 9-56)  Ex LTV Steel #901, exx J&L Steel #901, nee YS&T #901  (East Chicago, In.)   Acq. 2011.
  (RLCX 155)  :  slug"
Domtar,,(formerly Weyerhaeuser Co.  ),(paper mill),Plymouth,,"Trowbridge Rd. & W. Main St. Extension, 27962       [(919) 793-8111]",,RLIX 1207; RLIX 1250; GITM #1003;,SW9; SW9; SW1001;,06/52; ; ;,"(RLIX 1207)  :  SW9  (11166, 4045-2, 6-52)  Ex Wilmington Terminal #7011, exx Georgia Central #7011, exxx Central Michigan #7011, Nee GTW #7011.  Acq. 2015.
(RLIX 1250)  :  SW9        Ex EPRY #99.
  (GITM #1003)  :  SW1001  (73623-24,    )  Ex Golden Isle Terminal #1003, exx GWI #1003, exxx CR #9424, nee Reading #2624.  Acq. 2021."
 International Paper     ,,(formerly Union Camp),fluff pulp mill,Franklin,,"34040 Union Camp Dr., 23851   ", [(804) 569-4623],RLIX 233; CWRY 1551; 24;,SW9; SW1500; GP9;,; ; ;,"  (RLIX 233)   :  SW9   [gone / scr ?]
  (CWRY 1551)  :  SW1500     
           24  :  GP9  (24058, 5560-11, 6-58)  Ex Mid-Michigan #24.  Acq. 2016."
Gulf Stream Marine Inc - Manchester Terminal      ,,,,,,"1000 Manchester St., 77012                            ", [ (713) 926-9631],RLPX 2001; RLPX 2002;,; GP38;,; ;,"  (RLPX 2001)  :                     Ex CC 2001, exx Coos Bay Rail Link #3802.  Acq. 2020.
  (RLPX 2002)  :  GP38          Ex CC 2002, exx Coos Bay Rail Link #3823.  Acq. 2020."
Sasol Phenolics,,(formerly Merisol USA  LLC),,Greens Bayou    (Houston),,"1914 Haden Rd., (Houston), 77015                ",  [(713) 428-5400],RMPX 1443;,SW9m;,6/51;,"(RMPX #1443)  :  SW9m  (14363, 4093-11, 6-51)  Ex Merisol #1443  (same), exx IC #1443, exx ICG #1443, exxx IC #440, nee IC #9440(1st).  Acq. 2000."
Progress Rai Services,,,,Mojave,,(@ Mojave Spaceport)  Kinnicut St,,RMPX 711;,SW9;,11/53;," RMPX  711 :  SW9  (18870, 11-53)  Nee Apalachicola Northern #711.  Acq. 2005."
Honda Manufacturing,,,,Greensburg,,North Michigan Ave (old US 421)          2 mi. NE of...,,RNRX 1204; RNRX 1236; RNRX 3274; RNRX 4598; ,MP15T; MP15T; SD40-2; ; ,; ; ; ;,"  (RNRX 1204)  :  MP15T       Ex CSXT #1204, nee SBD #1204.  Acq. 2020.
  (RNRX 1236)  :  MP15T              Acq. 2020.
  (RNRX 3274)  :  SD40-2       Ex NS #3274, nee SR #3274.
  (RNRX 4598)  :                 Ex CP #4598, ex Soo #4598, nee Kennecott Copper Co. #793.  Acq. 2025."
Mercedes,,,,Vance,,,,RNRX 1236; RNRX 4599;,MP15T; GP32-2;,; ;,"  (RNRX 1236)  :  MP15T        Ex CSX #1236.
  (RNRX 4599)  :  GP39-2        Ex CP #4599."
"Mazda Toyota Manufacturing USA, Inc.",,,,Greenbrier,,"9000 Greenbrier Parkway, 35756",  (256) 285-5000,RNRX 3088; RNRX 3204;,GP40; GP40;,; ;,"  (RNRX 3088)  :  GP40
  (RNRX 3204)  :  GP40          Acq. 2022."
Foster Commodities,,,,Turlock,,4002 W. Main St.        (west of... on J17),,RPRX 5403;,Railpower genset;,;,  (RPRX 5403)  :  Railpower genset
Nu-west Milling LLC / Sierra Grain Terminal / Associated Feed & Supply,,,,Hughson,,4636 Geer Rd & Santa Fe Way   (s. of...),,RPRX 5405; ;,Railpower RP20BD; SD9;,; /57;,"(RPRX 5405)  :  Railpower  RP20BD
                   :  SD9  (23171, 5532-   ,   -57)  Ex Ingredion  (Stockton, Ca.), exx N&W $2356, nee NKP #356.  Acq. 2021."
Georgia Pacific Corp.,,,,Palatka,,"SR 216    (N/W of...)      (P.O. Box 919, 32077)  ", [(904) 325-2001],RRE 6119 03681; RS 101;,GE 45ton; SW1200;,9/51; 12/54;,"RRE 6119 03681  :  GE 45ton (II-C2-lc)  (31014, 9-51)  Ex Cherokee Brick & Tile #10  (Macon, Ga.)
(RS 101)  :  SW1200  (20049, 4284-9, 12-54)  Ex RSS # 101, exx Milw #608, nee Milw #2056(1st)."
Maple River Grain & Agronomy,,,,Casselton,,"1630 1st St S, 58012",,RRV&W 1504;,CF7;,;,(RRV&W 1504)  :  CF7     Ex Reading & Northern #1504.
Ingredion Inc.,,(formerly  CPC International),,Chicago  (Summit),,6500 Archer Dr.   (office ;  141 W. Jackson Blvd.),,RS ; RS 1001; RS 1002; RS 1003; RSSX 8238; RSSX 8245;,MP15 AC; LEAF; LEAF; LEAF; GP9; GP9;,;;;;;;,"(RS       )   :  MP15 AC             Ex Soo, nee Milw.
(RS 1001)  :  LEAF                  Acq. 2017.
(RS 1002)  :  LEAF                  Acq. 2017.
(RS 1003)  :  LEAF                  Acq. 2017.
(RSSX 8238)  :  GP9           Nee CP.  Acq. 2017.
(RSSX 8245)  :  GP9           Nee CP.  Acq. 2017."
Georgia Pacific Corp.,,(formerly Fort James Corp.),(paper mill),Naheola,,,,RS 105; RS 1812;,GP7; GP7;,; 1/51;,"  (RS 105)  :  GP7  (14740, 6303-3,       )  Ex Fort James Corp. #105  (same), exx Meridian & Bigbee #105, exxx SR #8236, exxxx TA&G #706, nee #709.  Acq. 1997.
  (RS 1812)  :  GP7  (13372, 6193-7, 1-51)  Ex RSS #1812, exx CSX #1812, exxx SBD #4766, exxxx SCL #4766, exxxxx SCL #939, nee SAL #1759."
International Paper  –  Louisiana Mill,,,,Bastrop,,315 Airport Rd.                   ,  [(318) 281-7204],RS 1205; RS 1206;,SW9; SW1200;,5/52; 12/55;,"  (RS 1205)  :  SW9  (16940, 6407-1, 5-52)  Ex RSS #1205, exx Ashley, Drew & Northern #1205, exx AD&N #174.  Acq. 1987.
  (RS 1206)  :  SW1200  (21016, 4325-1, 12-55)  Ex RSS #1206, exx Ashley, Drew & Northern #1206, exx AD&N #176.  Acq. 1987."
AdvanSix,,(formerly Honeywell),chemicals,Philadelphia,,"4698 Bermuda St., 19137",,RS 1234; RS 802; ,NW2; SW1200; ,; 3/66,"  (RS 1234)  : NW2
  (RS 802)  : SW1200  (31241, 4491-14, 3-66)  Nee MP (T&P) #1293(2nd).  "
"Chevron, USA",,,,,,,,RS 201; RS202;,SW7m; SW7m;,12/50; 10/50;,"  (RS 201)  :  SW7m  (11675, 4054-18, 12-50)  Ex Western Rail Services #201  (same), exx Western Rail Plant Services #201  (same), exxx CC&P #1328, exxxx CC&P #1428, exxxx ICG #1428, exxxxx IC #427, nee IC #9427(1st).  Acq. 1994 [or 1992 ?].
  (RS 202)  :  SW7m  (11648, 4053-1, 10-50)  Ex Western Rail Services #202  (same), exx Western Plant Services #202  (same), exx ICG #1420, exxxx IC #1210, nee IC #9310(1st).  Acq. 1994 [or 1992 ?].
(RSSX 902)  :  SW9/1200"
BASF Corp.,,,,Freeport,,"602 Copper Road, 77541      [(979) 238-6100]",,RS 2460; RS 4493; RS 2605;,SW1500; GP7; Green Goat;,; ; ;,"(RS 2460)  :  SW1500
(RS 4493)  :  GP7
(RS 2605-2nd)  :  Green Goat               Acq. 2005.  [gone ?]"
Lathrop Terminal / UP ,,,  (intermodal  terminal),Lathrop,,,,RS 2527; RS 2600; ECRX 2001;,SW1500; SW1500; GP38-2;,/69; /69; ;,"  (RS 2527)  :  SW1500  (35220, 4561-5,    -69)  Nee SP #2527.
  (RS 2600)  :  SW1500  (4608-10,    -71)  Nee SP #2600.
  (ECRX 2001)  :  GP38-2     [Returned 2021 ?]"
DuPont   ,,, (industrial chemicals),Belle,,"901 W. Dupont Ave., 25015     ",   [(304) 357-1000],RS 451; RS 903; RSSX 2589;,SW9; SW1200; SW1500;,3/51; 5/55; ;,"(RS 451)  :  SW9   (12458, 4073-1, 3-51)  Ex RSS #451, exx GTW #6119, nee Detroit &Toledo Shore Line #119..
(RS 903)   :  SW1200  (20413, 4270-1, 5-55)  Ex RSS #903(2nd), exx GTW #1500, exxx CV #1500, exxxx GTW #1500, exxxxx GTW #1200, nee GTW #1505.  Acq. 2000.
[ (RSSX 2589)  :  SW1500    Acq. 2019.  - here ?]"
"Metton America, Inc ",,,,,,"2727 Miller Cut Off, 77536                 (E. of Deer Park, N/W of La Porte)               ",[(281) 479-8078],RS 8049;,GP7;,1/53;,"(RS 8049)  :  GP7  (16967, 5164-6, 1-53)  Ex IC #8049, exx ICG #8049, nee DT&I #960."
Shell Chemical Co.,,,,,,,,RS 8063; LTEX 1144;,GP9; MP15;,12/54; 06/77;,"(RS 8063)  :  GP9  (19905, 5359-16, 12-54)  Ex CC&P #8063, exx ICG #8063, nee IC #9063.  Acq. 2002.
  (LTEX 1144)  :  MP15 (767051-11, 6-77)  Ex NS #2358, nee SR #2358.  Acq. 2025."
BASF,,,,Wyandotte,,1609 Biddle St. 48192                         , [(734) 324-6000],RS 8922; RS 8971;,SW9; SW9;,02/51; ?/53;,"  (RS 8922)  :  SW9  (9961,  4113-1, 2-51)  Ex CR #8922, exx PC #8922, nee NYC #8922.
  (RS 8971)  :  SW9  (16293, 4143-10,     -53)  Ex CR #8971, exx PC #8971, nee NYC #8971."
OxyVinyls LP  –  Deer Park PVC Site        ,(j/v Occidental Chemical & PolyOne)   ,(formerly Geon),,,,"1005 Tidal Road, 77536    ",   [(281) 476- 2000],RS 9022;,SW9;,7/52;,"(RS 9022)  :  SW9  (15733, 7-52)  Ex CR #9022, exx EL #451, nee DL&W #556."
International Paper Co.,,(formerly Weyerhaeuser),containerboard,Springfield,Or,"801 N 42nd St., 97478      ",(541) 741-5700,RS;,SW1500;,;,    RS     :  SW1500               Nee SP.
"Williams Ohio Valley Midstream, LLC / Williams Co.",,,natural gas transload,,,"(along SR 2, 3 mi. W. of...)",,RS?; RLIX 1507; FURX 5515; FURX 5525;,GP7/9; SW1500; GP38-2; GP38-2;,; ?/72; ; ;,"    (RS     )  :  GP7/9
    (RLIX 1507)  :  SW1500  (7355-10,   -72)  Ex B&P #1507, exx Quebec-Gatineau Ry #1507, exxx CR #9519, nee PC #9519.  Acq. 2019.
  (FURX 5515)  :  GP38-2     Ux UP #5515.  Acq. 2023.
  (FURX 5525)  :  GP38-2     Ux UP #5525.  Acq. 2023."
Teknor Apex,,,plastic resin,Brownsville,TN,"751 N Dupree St., 38012",(731) 772-3690,RS??;  ; ;,SW1500; GP18; SW9/1200;,; ; ;," (RS        )    :  SW1500                Nee SP.
                    :  GP18
                    :  SW9/1200"
ADM   (ethanol terminal),,,,Watson,,,,RS430; RSS 3817;,GP9; GP9;,6/54; /59;,"    (RSS 430)  :  GP9  (18827, 5307-31, 6-54)  Ex Iowa Interstate #430, exxx  #ICG #8030, exxx IC #8030, nee IC #9030.  Acq. 2002.
  (RSS 3817) :  GP9  (25123, 5595-24,   -59)  Ex SP #3817, exx SP #3686, nee SP #5823."
Cognis Corp.   ,,,(chemicals),Cincinnati,,,,RSS 1259;,SW9m;,04/53;,"    (RSS 1259)  :  SW9m  (17817, 4133-13, 4-53)  Ex UP #1259, nee UP #1837."
"Cargill, Inc. – North American Corn Milling        ",,,,,,"650 Industrial Rd., 68008                           ",   [(402) 533-4100 ]   ,RSS 19; RSSX 3817; LTEX 3822; LTEX 3020; LTEX 2370;,GP9/LEAF; GP9; ???; GP40; GP39 (-3M);,; ?/59; ; ; ;,"  (RSS 19  :  GP9/LEAF    Acq. 2016.
  (RSSX 3817)  :  GP9  (25123, 5595-24,   -59)  Ex SP #3817, exx SP #3686, nee SP #5823.
  (LTEX 3822)  : ???             Acq. 2018.
  (LTEX 3020)  : GP40            Ex MS Export #95, nee  ACL #929.  Acq. 2019.
  (LTEX 2370  :  GP39 (-3M)       Ex CSX #4298."
Kellogg's,,(formerly Procter & Gamble Manufacturing),,,,"1306 US Hwy 70 Bypass E., 38301      ",  [(901) 423-7100],RSS 8301; RSS 575; RSS 3021; ,GP9; Genset LEAF; Genset LEAF; ,11/52; ; ;,"  (RSS 8301)  :  GP9  (17044, 5172-12, 11-52)  Nee C&O #5823.
    (RSS 575)  :  Genset LEAF
  (RSS 3021)  :  Genset LEAF (from GP30)"
Union Tank Car,,(formerly GE Capital Railcar Service Corp. ),railcar repair,Texarkana,,"2006 N. Oats St., 75502      (N. Oats & Nash-Thompson Ln.)", [(501) 773-5641],RSSX 1052; ; ;,GP9; car mover; car mover;,2/55; ; ;,"  (RSSX 1052)  :  GP9  (20161, 5378-15, 2-55)  Ex MidSouth #1052, exx Gulf & Mobile #8082, exxx IC #8082, nee IC #9082.
           car mover
           car mover"
"Cargill Corn Milling, Inc.",,,,Dayton,,"3201 Needmore Road, 45414           ",     [(937) 236-1971],RSSX 1150(2nd); 1241;,LEAF (r/p SW8); ???;,;,"RSSX 1150(2nd)  :  LEAF  (r/p SW8)      Acq. 2016.
RSSX 1241  :  ???"
Emery Oleochemicals,,(formerly Cognis),,,,"4900 Estes Ave., 45232",,RSSX 1259; RSSX 1286;,SW9; SW?;,; ;,"  (RSSX 1259)  :  SW9
  (RSSX  1286)  :  SW?"
Ingredion,,(formerly National Starch & Chemical Corp.),,,,"1515 S. Drover St., 46206",,RSSX 1414; RSSX 1416; RSSX 320; RSSX 1007;,GP9; GP9; LEAF; LEAF;,;;;;,"  (RSSX 1414)  :  GP9        Ex CNW.
  (RSSX 1416)  :  GP9        Ex CNW.
  (RSSX 320)  :  LEAF     Acq. 2023.
  (RSSX 1007)  :  LEAF    Acq. 2023."
"Cargill, Inc.",,"(formrely Cerestar USA, Inc.)",(starch),,,"1100 Indianapolis Blvd., Hammond, Indiana, 46320,",,RSSX 1503; RSSX; ; ;,SW1200; LEAF; car mover; car mover;,/55; ; ; ;,"  (RSSX 1503)  :  SW1200  (20416, 4270-4,   -55)  Nee GTW #1508.  Acq. by 2009.
  (RSSX)       :  LEAF
      carmover
      carmover"
Niobrara Crude Terminal,,,,Carr,,,,RSSX 2120;,SW1200;,Jan-55,"(RSSX 2120)  :  SW1200 (19085, 4289-1, 1-55)  Ex Soo #1108, nee Soo  #2120.  [replaced ?]"
Dow Chemical  - Texas Div.,,,,,,"2301 N. Brazosport Blvd, 77541   ",   [(979) 238-2011],RSSX 2269; RSSX 1077; RSSX 1077; ; RSS 8217; PRLX 3441;,SW1200; LEAF; GP9; GP?; LEAF; SW1500;,2/65; ; 4/56; ; ; ;,"(RSSX 2269  :  SW1200  (29645, 4469-8, 2-65)  Ex SP #2269, nee SP #1604.  Acq. 2003.
(RSSX 1077)  :  LEAF                 Acq. 2009.
(RSSX 3428)  :  GP9  (21371, 5436-53, 4-56)  Ex SP #3428(2nd), exx SP #3511, nee SP #5678.  Acq. 2003. [gone?]
                :  GP?       [gone ?]
  (RSSX 8217)  :  LEAF     Acq. 2021.
  (PRLX 3441)  :  SW1500        Acq. 2022."
Golden Gate Joint Storage,,,,Wunotoo / Sparks,NV,,,RSSX 2519;,;,;,  (RSSX 2519)  :       Acq. 2023.
[contract serves Nucor Steel and Monument Chemical ?],,,,Brandedburg,,,,RSSX 2519; RSSX 4487;,???; LEAF;,;;,"  (RSSX 2519)  :  ???
  (RSSX 4487)  :  LEAF  Acq. 2023."
Corteva Agriscience,,(formerly Dow Chemical Co.),ag chemicals,Pittsburg,,"901 Loveridge Rd., 94565                      ", [(925) 432-5000 ],RSSX 2524; ;,LEAF; car mover;,; ;,"  (RSSX 2524)  :  LEAF    Acq. 2023.
      car mover"
AIPC / Winland,,(formerly ConAgra),,Columbia,,"2000 American Italian Way., 29209",(803) 695-7300,RSSX 2535; RLCX 511;,SW1500; SW1; ,/69; 5/53; ,"(RSSX 2535)  :  SW1500  (35228, 4561-13, -69)  Ex UP #Y 1206, nee SP #2353.  Acq. 2018. 
(RLCX 511)  :  SW1  (18108, 4228-3, 5-53)  Ex Quality Service Railcar Repair  (Sayre, Pa.), exx North American Railcar #25  (same), nee CNW #1276.  "
American Styrenics / AmSty,j/v Chevron-Phillips & Trinseo,,chemical,Hanging Rock / Ironton,,925 CR 1A,  (740) 302-8701,RSSX 2558; ;,SW1500; car mover;,; ;,"  (RSSX 2558)  :  SW1500   
      car mover"
UTC Railcar Repair Services ,(Union Tank Car),(formerly General Electric Railcar Repair),railcar shop,Sayre,,"403 N. Thomas Ave., 18840          (at former LV shops)                   ",     [(570) 888-9623],RSSX 4155; GMTX 113; ,GP7; SW1500;,; 1/73; ,"  (RSSX 4155)  :  GP7             Acq. 2019.
  (GMTX 113)  :  SW1500  (71605-12, 1-73)  Nee BN #321.  Acq. 2024."
Chevron USA,,,,North Salt Lake City,,,,RSSX 436; RSSX 7983; RSSX 4471; RSSX 8252;,GP9; GP7; GP7; GP9;,6/54; 12/52; 8/51; ;,"(RSSX 436)  :  GP9  (18833, 5307-37, 6-54)  Ex Iowa Interstate #436, exx ICG #8036, nee IC #9036(2nd).  Acq. 2004.
(RSSX 7983)  GP7  (16962,  5164-1, 12-52)  Ex CC&P #7983, exx ICG #7983, neeDT&I #955.  
(RSSX  4471)  :  GP7  (14671, 6297-5, 8-51)  Ex Flint Hills Resources #P-7)  Odessa, Tx.), exx Huntsman #P-7  (same), exxx CNW #4471, exxxx CNW #155, nee CStPM&O #155.  Acq. 2013.
  (RSSX 8252)  :  GP9      [Ex CP ?]    Acq. 2021."
